"","Virus","Subtype","clade","day","Sample","sample_time","ferret","PFU","RNA","ratio","AUC_PFU","AUC_RNA","ratio_auc","trans","trans_cat","trans_3cat"
"130","BC","H5N1","D1.1","d5","NIOSH","30min","6761",0,0,0,0.212303431710126,2.92114102006338,2.70883758835325,0,"non-transmissible","Non-transmissible"
"131","BC","H5N1","D1.1","d5","NW","","6760",6,8.30901188251172,2.30901188251171,6.9912260756925,9.05959421249683,2.06836813680433,0,"non-transmissible","Non-transmissible"
"132","BC","H5N1","D1.1","d5","NW","","6761",6.43136376415899,8.68604708025323,2.25468331609424,6.60959440922522,8.63511632413731,2.02552191491209,0,"non-transmissible","Non-transmissible"
"133","VN1203","H5N1","1","d1","SPOT","30min","6755",0,3.74504456993623,0,0,3.26064595759284,0,0,"non-transmissible","Non-transmissible"
"134","VN1203","H5N1","1","d1","SPOT","30min","6757",0.529827543193592,2.92082404551224,2.39099650231865,-0.13917917572291,2.92003150501017,3.05921068073308,0,"non-transmissible","Non-transmissible"
"135","VN1203","H5N1","1","d1","SPOT","30min","6759",0.529827543193592,3.5733973104067,3.04356976721311,-0.13917917572291,3.10322518905436,3.24240436477727,0,"non-transmissible","Non-transmissible"
"136","VN1203","H5N1","1","d1","NIOSH","30min","6755",0,3.68661420991018,0,0,3.53812860706987,0,0,"non-transmissible","Non-transmissible"
"137","VN1203","H5N1","1","d1","NIOSH","30min","6755",0,2.97573865000413,0,0,3.53812860706987,0,0,"non-transmissible","Non-transmissible"
"138","VN1203","H5N1","1","d1","NIOSH","30min","6757",0.960491458716326,3.55564830940927,2.59515685069294,0.416423414366051,3.78060420684544,3.36418079247939,0,"non-transmissible","Non-transmissible"
"139","VN1203","H5N1","1","d1","NIOSH","30min","6757",0.11539341870207,3.14377481412951,3.02838139542744,0.416423414366051,3.78060420684544,3.36418079247939,0,"non-transmissible","Non-transmissible"
"140","VN1203","H5N1","1","d1","NIOSH","30min","6759",0.416423414366051,3.89642250161113,3.47999908724508,0.212303431710126,3.6108664887441,3.39856305703397,0,"non-transmissible","Non-transmissible"
"141","VN1203","H5N1","1","d1","NIOSH","30min","6759",0.592514673421732,3.15412693582384,2.56161226240211,0.212303431710126,3.6108664887441,3.39856305703397,0,"non-transmissible","Non-transmissible"
"142","VN1203","H5N1","1","d1","NW","","6755",4.95424250943933,7.1474647223546,2.19322221291528,5.29003461136252,8.51591249098829,3.22587787962578,0,"non-transmissible","Non-transmissible"
"143","VN1203","H5N1","1","d1","NW","","6757",5.63346845557959,7.91399813877555,2.28052968319596,5.66745295288995,8.75332666346514,3.08587371057519,0,"non-transmissible","Non-transmissible"
"144","VN1203","H5N1","1","d1","NW","","6759",4.90308998699194,7.55303846194214,2.6499484749502,5.43933269383026,8.77239065753222,3.33305796370196,0,"non-transmissible","Non-transmissible"
"145","VN1203","H5N1","1","d2","SPOT","30min","6755",0,2.98864217608996,0,0,3.26064595759284,0,0,"non-transmissible","Non-transmissible"
"146","VN1203","H5N1","1","d2","SPOT","30min","6757",0,3.0563331715673,0,-0.13917917572291,2.92003150501017,3.05921068073308,0,"non-transmissible","Non-transmissible"
"147","VN1203","H5N1","1","d2","SPOT","30min","6759",0,2.83108529689733,0,-0.13917917572291,3.10322518905436,3.24240436477727,0,"non-transmissible","Non-transmissible"
"148","VN1203","H5N1","1","d2","NIOSH","30min","6755",0,3.23605395594378,0,0,3.53812860706987,0,0,"non-transmissible","Non-transmissible"
"149","VN1203","H5N1","1","d2","NIOSH","30min","6755",0,2.92215565325096,0,0,3.53812860706987,0,0,"non-transmissible","Non-transmissible"
"150","VN1203","H5N1","1","d2","NIOSH","30min","6757",0,3.71099354643335,0,0.416423414366051,3.78060420684544,3.36418079247939,0,"non-transmissible","Non-transmissible"
"151","VN1203","H5N1","1","d2","NIOSH","30min","6757",0,3.32944321434917,0,0.416423414366051,3.78060420684544,3.36418079247939,0,"non-transmissible","Non-transmissible"
"152","VN1203","H5N1","1","d2","NIOSH","30min","6759",0,3.25686474553396,0,0.212303431710126,3.6108664887441,3.39856305703397,0,"non-transmissible","Non-transmissible"
"153","VN1203","H5N1","1","d2","NIOSH","30min","6759",0,3.04905368369858,0,0.212303431710126,3.6108664887441,3.39856305703397,0,"non-transmissible","Non-transmissible"
"154","VN1203","H5N1","1","d2","NW","","6755",5,8.32272074533867,3.32272074533867,5.29003461136252,8.51591249098829,3.22587787962578,0,"non-transmissible","Non-transmissible"
"155","VN1203","H5N1","1","d2","NW","","6757",5.20411998265593,8.56479486374733,3.3606748810914,5.66745295288995,8.75332666346514,3.08587371057519,0,"non-transmissible","Non-transmissible"
"156","VN1203","H5N1","1","d2","NW","","6759",5.20411998265593,8.58530264756375,3.38118266490782,5.43933269383026,8.77239065753222,3.33305796370196,0,"non-transmissible","Non-transmissible"
"157","VN1203","H5N1","1","d3","SPOT","30min","6755",0,2.99851642955693,0,0,3.26064595759284,0,0,"non-transmissible","Non-transmissible"
"158","VN1203","H5N1","1","d3","SPOT","30min","6757",0,2.88733654835779,0,-0.13917917572291,2.92003150501017,3.05921068073308,0,"non-transmissible","Non-transmissible"
"159","VN1203","H5N1","1","d3","SPOT","30min","6759",0,2.9131231263714,0,-0.13917917572291,3.10322518905436,3.24240436477727,0,"non-transmissible","Non-transmissible"
"160","VN1203","H5N1","1","d3","NIOSH","30min","6755",0,2.91444766304332,0,0,3.53812860706987,0,0,"non-transmissible","Non-transmissible"
"161","VN1203","H5N1","1","d3","NIOSH","30min","6755",0,3.31539293468809,0,0,3.53812860706987,0,0,"non-transmissible","Non-transmissible"
"162","VN1203","H5N1","1","d3","NIOSH","30min","6757",0,3.41783621117007,0,0.416423414366051,3.78060420684544,3.36418079247939,0,"non-transmissible","Non-transmissible"
"163","VN1203","H5N1","1","d3","NIOSH","30min","6757",0,3.29678826921936,0,0.416423414366051,3.78060420684544,3.36418079247939,0,"non-transmissible","Non-transmissible"
"164","VN1203","H5N1","1","d3","NIOSH","30min","6759",0,3.06864484352151,0,0.212303431710126,3.6108664887441,3.39856305703397,0,"non-transmissible","Non-transmissible"
"165","VN1203","H5N1","1","d3","NIOSH","30min","6759",0,0,0,0.212303431710126,3.6108664887441,3.39856305703397,0,"non-transmissible","Non-transmissible"
"166","VN1203","H5N1","1","d3","NW","","6755",5,8.34543254216047,3.34543254216047,5.29003461136252,8.51591249098829,3.22587787962578,0,"non-transmissible","Non-transmissible"
"167","VN1203","H5N1","1","d3","NW","","6757",5.25527250510331,8.50116637940284,3.24589387429953,5.66745295288995,8.75332666346514,3.08587371057519,0,"non-transmissible","Non-transmissible"
"168","VN1203","H5N1","1","d3","NW","","6759",5.17609125905568,8.57833861952049,3.40224736046481,5.43933269383026,8.77239065753222,3.33305796370196,0,"non-transmissible","Non-transmissible"
"169","VN1203","H5N1","1","d5","SPOT","30min","6755",0,0,0,0,3.26064595759284,0,0,"non-transmissible","Non-transmissible"
"170","VN1203","H5N1","1","d5","SPOT","30min","6757",0,0,0,-0.13917917572291,2.92003150501017,3.05921068073308,0,"non-transmissible","Non-transmissible"
"171","VN1203","H5N1","1","d5","SPOT","30min","6759",0,0,0,-0.13917917572291,3.10322518905436,3.24240436477727,0,"non-transmissible","Non-transmissible"
"172","VN1203","H5N1","1","d5","NIOSH","30min","6755",1.11539341870207,3.88361160308555,2.76821818438348,0,3.53812860706987,0,0,"non-transmissible","Non-transmissible"
"173","VN1203","H5N1","1","d5","NIOSH","30min","6755",1.45781609952428,3.56641798249362,2.10860188296935,0,3.53812860706987,0,0,"non-transmissible","Non-transmissible"
"174","VN1203","H5N1","1","d5","NIOSH","30min","6757",1.49560466041368,4.06471893430266,2.56911427388898,0.416423414366051,3.78060420684544,3.36418079247939,0,"non-transmissible","Non-transmissible"
"175","VN1203","H5N1","1","d5","NIOSH","30min","6757",1.45781609952428,3.62430102726193,2.16648492773765,0.416423414366051,3.78060420684544,3.36418079247939,0,"non-transmissible","Non-transmissible"
"176","VN1203","H5N1","1","d5","NIOSH","30min","6759",1.19457466474969,3.40359843977593,2.20902377502624,0.212303431710126,3.6108664887441,3.39856305703397,0,"non-transmissible","Non-transmissible"
"177","VN1203","H5N1","1","d5","NIOSH","30min","6759",0.814363423038088,3.37827448584397,2.56391106280588,0.212303431710126,3.6108664887441,3.39856305703397,0,"non-transmissible","Non-transmissible"
"178","VN1203","H5N1","1","d5","NW","","6755",5.69897000433602,8.90724386314723,3.20827385881122,5.29003461136252,8.51591249098829,3.22587787962578,0,"non-transmissible","Non-transmissible"
"179","VN1203","H5N1","1","d5","NW","","6757",5.81291335664286,8.46097525929963,2.64806190265677,5.66745295288995,8.75332666346514,3.08587371057519,0,"non-transmissible","Non-transmissible"
"180","VN1203","H5N1","1","d5","NW","","6759",5.20411998265593,8.57406775970135,3.36994777704542,5.43933269383026,8.77239065753222,3.33305796370196,0,"non-transmissible","Non-transmissible"
"181","MI90","H5N1","B3.13","d1","SPOT","30min","6742",0,0,0,0.974764176583927,3.78577420787837,2.81101003129445,0.5,"transmissible","Low-transmissible"
"182","MI90","H5N1","B3.13","d1","SPOT","30min","6763",0.529827543193592,3.07395186950142,2.54412432630783,0.161850819941071,2.57098555583503,2.40913473589396,0.5,"transmissible","Low-transmissible"
"183","MI90","H5N1","B3.13","d1","SPOT","30min","6764",0,0,0,-0.13917917572291,2.30808282904629,2.4472620047692,0.5,"transmissible","Low-transmissible"
"184","MI90","H5N1","B3.13","d1","NIOSH","30min","6742",2.30572511687236,5.00938562758566,2.7036605107133,2.04608780636661,4.82559619935906,2.77950839299245,0.5,"transmissible","Low-transmissible"
"185","MI90","H5N1","B3.13","d1","NIOSH","30min","6742",0.592514673421732,0,0,2.04608780636661,4.82559619935906,2.77950839299245,0.5,"transmissible","Low-transmissible"
"186","MI90","H5N1","B3.13","d1","NIOSH","30min","6763",1.26152145438031,3.40646136197201,2.1449399075917,1.84778717852504,4.41098843985774,2.5632012613327,0.5,"transmissible","Low-transmissible"
"187","MI90","H5N1","B3.13","d1","NIOSH","30min","6763",0,2.45084149418617,0,1.84778717852504,4.41098843985774,2.5632012613327,0.5,"transmissible","Low-transmissible"
"188","MI90","H5N1","B3.13","d1","NIOSH","30min","6764",1.51333342737411,3.57083926463817,2.05750583726407,1.85968640182475,4.35615717153647,2.49647076971172,0.5,"transmissible","Low-transmissible"
"189","MI90","H5N1","B3.13","d1","NIOSH","30min","6764",0.11539341870207,2.70508427497279,2.58969085627072,1.85968640182475,4.35615717153647,2.49647076971172,0.5,"transmissible","Low-transmissible"
"190","MI90","H5N1","B3.13","d1","NW","","6742",4.77815125038364,6.82369251813504,2.0455412677514,6.4814426285023,8.79885570573906,2.31741307723676,0.5,"transmissible","Low-transmissible"
"191","MI90","H5N1","B3.13","d1","NW","","6763",4.30102999566398,5.84166370164543,1.54063370598145,6.13353890837022,8.74723266312074,2.61369375475052,0.5,"transmissible","Low-transmissible"
"192","MI90","H5N1","B3.13","d1","NW","","6764",4.69897000433602,5.98615213344942,1.2871821291134,5.53147891704226,8.28531788832604,2.75383897128378,0.5,"transmissible","Low-transmissible"
"193","MI90","H5N1","B3.13","d2","SPOT","30min","6742",1.22879754752961,3.49168290358808,2.26288535605847,0.974764176583927,3.78577420787837,2.81101003129445,0.5,"transmissible","Low-transmissible"
"194","MI90","H5N1","B3.13","d2","SPOT","30min","6763",0,0,0,0.161850819941071,2.57098555583503,2.40913473589396,0.5,"transmissible","Low-transmissible"
"195","MI90","H5N1","B3.13","d2","SPOT","30min","6764",0,0,0,-0.13917917572291,2.30808282904629,2.4472620047692,0.5,"transmissible","Low-transmissible"
"196","MI90","H5N1","B3.13","d2","NIOSH","30min","6742",1.53036676667289,4.61600422544377,3.08563745877089,2.04608780636661,4.82559619935906,2.77950839299245,0.5,"transmissible","Low-transmissible"
"197","MI90","H5N1","B3.13","d2","NIOSH","30min","6742",0.717453410030032,3.77698256020252,3.05952915017248,2.04608780636661,4.82559619935906,2.77950839299245,0.5,"transmissible","Low-transmissible"
"198","MI90","H5N1","B3.13","d2","NIOSH","30min","6763",2.083876367256,4.60499446400487,2.52111809674887,1.84778717852504,4.41098843985774,2.5632012613327,0.5,"transmissible","Low-transmissible"
"199","MI90","H5N1","B3.13","d2","NIOSH","30min","6763",0.11539341870207,3.72765883592686,3.61226541722479,1.84778717852504,4.41098843985774,2.5632012613327,0.5,"transmissible","Low-transmissible"
"200","MI90","H5N1","B3.13","d2","NIOSH","30min","6764",1.87126827437456,4.40096188256381,2.52969360818924,1.85968640182475,4.35615717153647,2.49647076971172,0.5,"transmissible","Low-transmissible"
"201","MI90","H5N1","B3.13","d2","NIOSH","30min","6764",1.19457466474969,3.54977303797323,2.35519837322354,1.85968640182475,4.35615717153647,2.49647076971172,0.5,"transmissible","Low-transmissible"
"202","MI90","H5N1","B3.13","d2","NW","","6742",5.69897000433602,8.4165270466792,2.71755704234318,6.4814426285023,8.79885570573906,2.31741307723676,0.5,"transmissible","Low-transmissible"
"203","MI90","H5N1","B3.13","d2","NW","","6763",6,8.35175158222915,2.35175158222915,6.13353890837022,8.74723266312074,2.61369375475052,0.5,"transmissible","Low-transmissible"
"204","MI90","H5N1","B3.13","d2","NW","","6764",5,8.06969179951248,3.06969179951248,5.53147891704226,8.28531788832604,2.75383897128378,0.5,"transmissible","Low-transmissible"
"205","MI90","H5N1","B3.13","d3","SPOT","30min","6742",1.00694879791325,4.40472275437325,3.39777395646,0.974764176583927,3.78577420787837,2.81101003129445,0.5,"transmissible","Low-transmissible"
"206","MI90","H5N1","B3.13","d3","SPOT","30min","6763",0.529827543193592,2.74204336968903,2.21221582649543,0.161850819941071,2.57098555583503,2.40913473589396,0.5,"transmissible","Low-transmissible"
"207","MI90","H5N1","B3.13","d3","SPOT","30min","6764",0.529827543193592,2.9770895479628,2.4472620047692,-0.13917917572291,2.30808282904629,2.4472620047692,0.5,"transmissible","Low-transmissible"
"208","MI90","H5N1","B3.13","d3","NIOSH","30min","6742",2.13242675800085,3.88018504186016,1.74775828385931,2.04608780636661,4.82559619935906,2.77950839299245,0.5,"transmissible","Low-transmissible"
"209","MI90","H5N1","B3.13","d3","NIOSH","30min","6742",1.3941470196549,4.80176796689568,3.40762094724078,2.04608780636661,4.82559619935906,2.77950839299245,0.5,"transmissible","Low-transmissible"
"210","MI90","H5N1","B3.13","d3","NIOSH","30min","6763",1.22933677100891,3.92704057088482,2.69770379987592,1.84778717852504,4.41098843985774,2.5632012613327,0.5,"transmissible","Low-transmissible"
"211","MI90","H5N1","B3.13","d3","NIOSH","30min","6763",0.11539341870207,2.73185531391887,2.6164618952168,1.84778717852504,4.41098843985774,2.5632012613327,0.5,"transmissible","Low-transmissible"
"212","MI90","H5N1","B3.13","d3","NIOSH","30min","6764",1.79663465607766,4.38855080826827,2.59191615219061,1.85968640182475,4.35615717153647,2.49647076971172,0.5,"transmissible","Low-transmissible"
"213","MI90","H5N1","B3.13","d3","NIOSH","30min","6764",1.11539341870207,3.67125026399737,2.5558568452953,1.85968640182475,4.35615717153647,2.49647076971172,0.5,"transmissible","Low-transmissible"
"214","MI90","H5N1","B3.13","d3","NW","","6742",6.69897000433602,8.8633627993265,2.16439279499048,6.4814426285023,8.79885570573906,2.31741307723676,0.5,"transmissible","Low-transmissible"
"215","MI90","H5N1","B3.13","d3","NW","","6763",5.84509804001426,8.82431509600477,2.97921705599051,6.13353890837022,8.74723266312074,2.61369375475052,0.5,"transmissible","Low-transmissible"
"216","MI90","H5N1","B3.13","d3","NW","","6764",5.63346845557959,8.17610813791878,2.54263968233919,5.53147891704226,8.28531788832604,2.75383897128378,0.5,"transmissible","Low-transmissible"
"217","MI90","H5N1","B3.13","d5","SPOT","30min","6742",1.00694879791325,3.72761130832841,2.72066251041516,0.974764176583927,3.78577420787837,2.81101003129445,0.5,"transmissible","Low-transmissible"
"218","MI90","H5N1","B3.13","d5","SPOT","30min","6763",0.529827543193592,3.59943691785707,3.06960937466347,0.161850819941071,2.57098555583503,2.40913473589396,0.5,"transmissible","Low-transmissible"
"219","MI90","H5N1","B3.13","d5","SPOT","30min","6764",0,3.01311408209679,0,-0.13917917572291,2.30808282904629,2.4472620047692,0.5,"transmissible","Low-transmissible"
"220","MI90","H5N1","B3.13","d5","NIOSH","30min","6742",1.19457466474969,3.69334505294071,2.49877038819101,2.04608780636661,4.82559619935906,2.77950839299245,0.5,"transmissible","Low-transmissible"
"221","MI90","H5N1","B3.13","d5","NIOSH","30min","6742",0,3.41067868726006,0,2.04608780636661,4.82559619935906,2.77950839299245,0.5,"transmissible","Low-transmissible"
"222","MI90","H5N1","B3.13","d5","NIOSH","30min","6763",0.11539341870207,3.51305032929981,3.39765691059774,1.84778717852504,4.41098843985774,2.5632012613327,0.5,"transmissible","Low-transmissible"
"223","MI90","H5N1","B3.13","d5","NIOSH","30min","6763",0.717453410030032,3.58496427272191,2.86751086269188,1.84778717852504,4.41098843985774,2.5632012613327,0.5,"transmissible","Low-transmissible"
"224","MI90","H5N1","B3.13","d5","NIOSH","30min","6764",0.592514673421732,3.97770838836894,3.38519371494721,1.85968640182475,4.35615717153647,2.49647076971172,0.5,"transmissible","Low-transmissible"
"225","MI90","H5N1","B3.13","d5","NIOSH","30min","6764",0.717453410030032,3.51490414749914,2.79745073746911,1.85968640182475,4.35615717153647,2.49647076971172,0.5,"transmissible","Low-transmissible"
"226","MI90","H5N1","B3.13","d5","NW","","6742",5.84509804001426,8.48507918118229,2.63998114116804,6.4814426285023,8.79885570573906,2.31741307723676,0.5,"transmissible","Low-transmissible"
"227","MI90","H5N1","B3.13","d5","NW","","6763",5.04139268515823,8.05122179478542,3.0098291096272,6.13353890837022,8.74723266312074,2.61369375475052,0.5,"transmissible","Low-transmissible"
"228","MI90","H5N1","B3.13","d5","NW","","6764",4.90308998699194,7.79026995186478,2.88717996487283,5.53147891704226,8.28531788832604,2.75383897128378,0.5,"transmissible","Low-transmissible"
"229","AL39","H9N2","H9","d1","SPOT","30min","6856",1.37492558320785,3.28936945898836,1.91444387578051,1.35218251811136,5.04583132566089,3.69364880754953,0.833333333333333,"transmissible","High-transmissible"
"230","AL39","H9N2","H9","d1","SPOT","30min","6857",1.22879754752961,3.29455223077302,2.06575468324341,1.55979082861311,5.00954786215233,3.44975703353922,0.833333333333333,"transmissible","High-transmissible"
"231","AL39","H9N2","H9","d1","SPOT","30min","6858",0,0,0,1.50427350076328,4.33457911299273,2.83030561222945,0.833333333333333,"transmissible","High-transmissible"
"232","AL39","H9N2","H9","d1","NIOSH","30min","6856",1.84778717852504,4.23930874850641,2.39152156998137,1.84577188728971,5.79537825305659,3.94960636576687,0.833333333333333,"transmissible","High-transmissible"
"233","AL39","H9N2","H9","d1","NIOSH","30min","6856",1.68359514276906,4.25723177774796,2.5736366349789,1.84577188728971,5.79537825305659,3.94960636576687,0.833333333333333,"transmissible","High-transmissible"
"234","AL39","H9N2","H9","d1","NIOSH","30min","6857",1.87882141226501,4.62806796622697,2.74924655396197,2.37187062494375,6.63863810934532,4.26676748440157,0.833333333333333,"transmissible","High-transmissible"
"235","AL39","H9N2","H9","d1","NIOSH","30min","6857",1.79663465607766,4.49365864474217,2.69702398866451,2.37187062494375,6.63863810934532,4.26676748440157,0.833333333333333,"transmissible","High-transmissible"
"236","AL39","H9N2","H9","d1","NIOSH","30min","6858",1.53036676667289,4.41695581402035,2.88658904734747,2.15579794761623,6.11562015724343,3.9598222096272,0.833333333333333,"transmissible","High-transmissible"
"237","AL39","H9N2","H9","d1","NIOSH","30min","6858",2.04481234441636,4.40580028671177,2.36098794229541,2.15579794761623,6.11562015724343,3.9598222096272,0.833333333333333,"transmissible","High-transmissible"
"238","AL39","H9N2","H9","d1","NW","","6856",7.17609125905568,8.46465118375422,1.28855992469854,8.03642926562667,10.544218769289,2.50778950366233,0.833333333333333,"transmissible","High-transmissible"
"239","AL39","H9N2","H9","d1","NW","","6857",7.34242268082221,8.89651094137899,1.55408826055678,7.57634135020579,10.047473553967,2.4711322037612,0.833333333333333,"transmissible","High-transmissible"
"240","AL39","H9N2","H9","d1","NW","","6858",7.47712125471966,9.02919057387431,1.55206931915465,7.93049056530627,10.6369088931844,2.70641832787812,0.833333333333333,"transmissible","High-transmissible"
"241","AL39","H9N2","H9","d2","SPOT","30min","6856",1.57122022835182,5.39389544308476,3.82267521473294,1.35218251811136,5.04583132566089,3.69364880754953,0.833333333333333,"transmissible","High-transmissible"
"242","AL39","H9N2","H9","d2","SPOT","30min","6857",1.8722502240158,5.33475316156332,3.46250293754752,1.55979082861311,5.00954786215233,3.44975703353922,0.833333333333333,"transmissible","High-transmissible"
"243","AL39","H9N2","H9","d2","SPOT","30min","6858",1.8722502240158,4.69721495693926,2.82496473292346,1.50427350076328,4.33457911299273,2.83030561222945,0.833333333333333,"transmissible","High-transmissible"
"244","AL39","H9N2","H9","d2","NIOSH","30min","6856",1.54675718286106,4.92707758984731,3.38032040698625,1.84577188728971,5.79537825305659,3.94960636576687,0.833333333333333,"transmissible","High-transmissible"
"245","AL39","H9N2","H9","d2","NIOSH","30min","6856",1.26152145438031,4.84220472057755,3.58068326619724,1.84577188728971,5.79537825305659,3.94960636576687,0.833333333333333,"transmissible","High-transmissible"
"246","AL39","H9N2","H9","d2","NIOSH","30min","6857",2.11102861329962,6.38037464818057,4.26934603488095,2.37187062494375,6.63863810934532,4.26676748440157,0.833333333333333,"transmissible","High-transmissible"
"247","AL39","H9N2","H9","d2","NIOSH","30min","6857",2.22260338834994,6.08298778407868,3.86038439572875,2.37187062494375,6.63863810934532,4.26676748440157,0.833333333333333,"transmissible","High-transmissible"
"248","AL39","H9N2","H9","d2","NIOSH","30min","6858",2.00188414387455,4.51776278442025,2.5158786405457,2.15579794761623,6.11562015724343,3.9598222096272,0.833333333333333,"transmissible","High-transmissible"
"249","AL39","H9N2","H9","d2","NIOSH","30min","6858",1.64687233574432,5.13519428022396,3.48832194447963,2.15579794761623,6.11562015724343,3.9598222096272,0.833333333333333,"transmissible","High-transmissible"
"250","AL39","H9N2","H9","d2","NW","","6856",8,10.525032561253,2.52503256125299,8.03642926562667,10.544218769289,2.50778950366233,0.833333333333333,"transmissible","High-transmissible"
"251","AL39","H9N2","H9","d2","NW","","6857",7.41497334797082,10.0054401536584,2.59046680568762,7.57634135020579,10.047473553967,2.4711322037612,0.833333333333333,"transmissible","High-transmissible"
"252","AL39","H9N2","H9","d2","NW","","6858",7.84509804001426,10.6246808928265,2.77958285281226,7.93049056530627,10.6369088931844,2.70641832787812,0.833333333333333,"transmissible","High-transmissible"
"253","AL39","H9N2","H9","d3","SPOT","30min","6856",0.830857538857573,4.32826648749456,3.49740894863699,1.35218251811136,5.04583132566089,3.69364880754953,0.833333333333333,"transmissible","High-transmissible"
"254","AL39","H9N2","H9","d3","SPOT","30min","6857",0.529827543193592,4.6311538937321,4.10132635053851,1.55979082861311,5.00954786215233,3.44975703353922,0.833333333333333,"transmissible","High-transmissible"
"255","AL39","H9N2","H9","d3","SPOT","30min","6858",0,3.09074658149689,0,1.50427350076328,4.33457911299273,2.83030561222945,0.833333333333333,"transmissible","High-transmissible"
"256","AL39","H9N2","H9","d3","NIOSH","30min","6856",1.06963592814139,5.21294428917475,4.14330836103336,1.84577188728971,5.79537825305659,3.94960636576687,0.833333333333333,"transmissible","High-transmissible"
